1507,nu,	2.1774193548387095
1525,nu,	1.0
1564,chi,	1.0
1564,nu,	2.3692307692307693
1579,nu,	1.8291666666666666
1582,nu,	5.25
1588,nu,	2.2333333333333334
1594,nu,	1.6666666666666667
1597,nu,	1.2857142857142858
1600,nu,	5.110738255033557
1603,nu,	3.3333333333333335
1606,nu,	1.4649122807017543
1612,nu,	3.5555555555555554
1618,nu,	1.4545454545454546
1621,nu,	1.74
1624,nu,	2.608695652173913
1630,nu,	4.018691588785047
1636,nu,	1.4583333333333333
1642,nu,	2.4680851063829787
1645,chi,	1.0
1645,nu,	3.9361022364217253
1648,chi,	1.0
1648,nu,	3.7720364741641337
1651,nu,	4.448763250883392
1654,nu,	2.302325581395349
1657,nu,	3.2122448979591836
1660,nu,	3.1885245901639343
1663,nu,	2.31936127744511
1666,nu,	2.1354166666666665
1669,nu,	3.0277777777777777
1672,chi,	1.0
1672,nu,	4.426573426573427
1675,chi,	1.0
1675,nu,	3.1638683680322366
1678,chi,	1.0
1678,nu,	5.14625850340136
1681,nu,	4.151960784313726
1683,chi,	1.0
1684,nu,	3.520618556701031
1686,chi,	1.0
1687,nu,	5.228250701590271
1690,nu,	4.269957983193278
1692,chi,	1.0
1693,nu,	2.4940944881889764
1695,chi,	5.818181818181818
1696,nu,	2.658536585365854
1698,chi,	4.8
1699,nu,	3.7003699136868065
1701,chi,	1.0
1702,nu,	3.6803260630094736
1704,chi,	1.0
1705,nu,	3.405231866825208
1707,chi,	1.0
1708,nu,	4.073500622886635
1710,chi,	1.0
1711,nu,	3.624354116431278
1713,chi,	1.0
1714,nu,	4.076923076923077
1716,chi,	1.0
1717,nu,	3.2928030303030305
1719,chi,	1.6666666666666667
1720,nu,	3.4470009520787053
1722,chi,	4.0
1723,nu,	3.586929023190443
1725,chi,	1.2857142857142858
1726,nu,	3.883370786516854
1728,chi,	1.75
1729,nu,	3.620980547836443
1731,chi,	1.0
1732,nu,	3.3637946040034814
1734,chi,	1.375
1734,haw,	1.0
1735,nu,	3.5228250312196474
1737,chi,	1.0
1738,nu,	3.970847922058152
1740,chi,	1.0
1741,nu,	3.406748746010032
1743,chi,	1.0
1744,nu,	3.633170072622868
1746,chi,	1.0
